site,MAT,year,month,ppt,Tmax,Tmin,Tave,rs.ppt
Stavely,3.2,1912,7,98,18.8,6,12.4,98
Sangudo,2.7,1912,7,99,20.4,7.4,13.9,99
Onefour,4.4,1913,7,33,26,9.3,17.6,33
Mattheis,3.1,1913,7,28,25.5,9.5,17.5,28
Oyen,2.2,1913,7,60,23.9,8.8,16.3,60
Twinriver,4,1913,7,40,23.3,7.3,15.3,40
Kinsella,1.5,1913,7,85,21.8,8.4,15.1,85
Stavely,2.5,1913,7,45,21.3,5.9,13.6,45
Sangudo,1.8,1913,7,147,21.7,7.1,14.4,147
Onefour,4.9,1914,7,9,31.4,11.6,21.5,9
Mattheis,3.3,1914,7,26,29.6,11.5,20.6,26
Oyen,2.5,1914,7,32,27.8,10.8,19.3,32
Twinriver,4.5,1914,7,14,28.2,9.1,18.6,14
Kinsella,1.6,1914,7,35,24.2,9.9,17.1,35
Stavely,3.1,1914,7,25,25.8,7.4,16.6,25
Sangudo,1.8,1914,7,80,24.1,8.6,16.4,80
Onefour,4.9,1915,7,75,23.2,9,16.1,75
Mattheis,4,1915,7,68,22.6,9.7,16.1,68
Oyen,2.9,1915,7,57,21.1,8.9,15,57
Twinriver,5,1915,7,95,21,6.8,13.9,95
Kinsella,2.4,1915,7,101,21,7.8,14.4,101
Stavely,3.9,1915,7,100,19,6.5,12.7,100
Sangudo,2.9,1915,7,102,20.1,7,13.6,102
Onefour,2.3,1916,7,86,26.6,11.2,18.9,86
Mattheis,1.7,1916,7,106,26,11.1,18.5,106
Oyen,0.7,1916,7,132,24.4,10.9,17.7,132
Twinriver,2.2,1916,7,73,23.5,8.6,16,73
Kinsella,0,1916,7,93,22.3,9.7,16,93
Stavely,1.1,1916,7,65,21.8,7.2,14.5,65
Sangudo,0.5,1916,7,110,21.4,7.4,14.4,110
Onefour,3.2,1917,7,11,30.7,12,21.3,11
Mattheis,2.1,1917,7,27,29.5,10.9,20.2,27
Oyen,1,1917,7,35,28.1,9.8,18.9,35
Twinriver,3.3,1917,7,11,28,9.2,18.6,11
Kinsella,0.1,1917,7,36,25.8,9,17.4,36
Stavely,2,1917,7,19,25.3,7.5,16.4,19
Sangudo,0.4,1917,7,75,24.6,8.1,16.3,75
Onefour,5,1918,7,16,27.6,10.7,19.2,16
Mattheis,3.6,1918,7,27,27.1,9.5,18.3,27
Oyen,2.5,1918,7,44,25.1,7.9,16.5,44
Twinriver,4.8,1918,7,23,25,8.3,16.7,23
Kinsella,1.8,1918,7,50,23.4,7.1,15.2,50
Stavely,3.6,1918,7,33,23.5,6.3,14.9,33
Sangudo,2,1918,7,58,22.8,7.1,14.9,58
Onefour,4.3,1919,7,7,29.8,11.3,20.5,7
Mattheis,2.6,1919,7,34,28.1,9.8,19,34
Oyen,1.5,1919,7,35,26.5,9.1,17.8,35
Twinriver,4,1919,7,10,27.3,8.8,18,10
Kinsella,0.7,1919,7,39,24.6,8.8,16.7,39
Stavely,2.6,1919,7,33,25,6.4,15.7,33
Sangudo,0.9,1919,7,68,23.4,8.1,15.7,68
Onefour,4.8,1920,7,33,29.5,12.4,21,33
Mattheis,3.2,1920,7,60,28.2,12.4,20.3,60
Oyen,2.3,1920,7,52,26.7,11.3,19,52
Twinriver,4.4,1920,7,47,26.5,10.4,18.4,47
Kinsella,1.2,1920,7,70,25.4,10.6,18,70
Stavely,2.8,1920,7,81,24.4,8.4,16.4,81
Sangudo,1.7,1920,7,72,25.8,9,17.4,72
Onefour,5.3,1921,7,51,28.2,11.3,19.7,51
Mattheis,3.4,1921,7,58,27.5,10.7,19.1,58
Oyen,2.4,1921,7,64,25.9,10,17.9,64
Twinriver,4.8,1921,7,45,25.6,8.8,17.2,45
Kinsella,1.4,1921,7,77,23.6,9,16.3,77
Stavely,3.2,1921,7,59,23.6,6.7,15.1,59
Sangudo,2.2,1921,7,80,22.8,7.9,15.3,80
Onefour,3.7,1922,7,46,26.9,10.1,18.5,46
Mattheis,2.7,1922,7,14,26.7,9.9,18.3,14
Oyen,2,1922,7,10,26.2,8.2,17.2,10
Twinriver,3.6,1922,7,59,23.9,8.2,16,59
Kinsella,1.1,1922,7,24,24.3,7.5,15.9,24
Stavely,2.2,1922,7,44,22.5,6.6,14.5,44
Sangudo,1.6,1922,7,52,23.9,6.9,15.4,52
Onefour,5,1923,7,80,26.5,12.7,19.6,80
Mattheis,4.3,1923,7,62,26.1,12.1,19.1,62
Oyen,3.3,1923,7,80,24.7,11.4,18,80
Twinriver,5,1923,7,68,24.4,10.4,17.4,68
Kinsella,2.3,1923,7,90,22.7,10,16.4,90
Stavely,3.5,1923,7,70,22.5,8.2,15.3,70
Sangudo,2.8,1923,7,107,22.5,8.9,15.7,107
Onefour,4,1924,7,18,27.9,10.2,19.1,18
Mattheis,3.3,1924,7,40,28.2,10.7,19.4,40
Oyen,2.4,1924,7,50,26.9,10.1,18.5,50
Twinriver,3.9,1924,7,16,25.5,8.2,16.8,16
Kinsella,1.3,1924,7,76,24.2,9.3,16.7,76
Stavely,2.6,1924,7,28,23.8,6.6,15.2,28
Sangudo,1.7,1924,7,124,24,8.4,16.2,124
Onefour,5,1925,7,19,28,11,19.5,19
Mattheis,3.5,1925,7,57,27.2,11.1,19.1,57
Oyen,2.6,1925,7,56,26.1,10.1,18.1,56
Twinriver,4.9,1925,7,17,26,9.3,17.6,17
Kinsella,1.6,1925,7,37,25.1,8.9,17,37
Stavely,3.5,1925,7,40,23.7,7.4,15.5,40
Sangudo,1.9,1925,7,49,24.2,8.5,16.3,49
Onefour,5.6,1926,7,14,30.6,11.4,21,14
Mattheis,4.1,1926,7,30,28.8,11.4,20.1,30
Oyen,2.8,1926,7,46,27.5,10.7,19.1,46
Twinriver,5.6,1926,7,23,27.7,8.9,18.3,23
Kinsella,1.9,1926,7,55,25.6,9.3,17.5,55
Stavely,4,1926,7,31,25.3,7.6,16.4,31
Sangudo,2.9,1926,7,34,25.4,8.3,16.8,34
Onefour,2.7,1927,7,76,26.1,10.5,18.3,76
Mattheis,1.6,1927,7,74,25,11.2,18.1,74
Oyen,0.8,1927,7,100,23.8,10.9,17.3,100
Twinriver,2.7,1927,7,65,23,8.5,15.7,65
Kinsella,-0.1,1927,7,96,22.8,10.1,16.4,96
Stavely,1.5,1927,7,75,21.2,6.8,14,75
Sangudo,0.2,1927,7,94,22.3,8.8,15.5,94
Onefour,5,1928,7,47,26,11.7,18.9,47
Mattheis,4.7,1928,7,72,25.8,11.8,18.8,72
Oyen,3.5,1928,7,67,24.7,10.7,17.7,67
Twinriver,5,1928,7,76,22.8,9.6,16.2,76
Kinsella,2.8,1928,7,77,22.8,9.9,16.3,77
Stavely,4,1928,7,71,22.3,7.8,15,71
Sangudo,3,1928,7,84,23.2,8.2,15.7,84
Onefour,3.4,1929,7,15,29.9,10.6,20.2,15
Mattheis,3,1929,7,16,29.6,10.2,19.9,16
Oyen,2,1929,7,21,28.1,9.7,18.9,21
Twinriver,3.3,1929,7,19,26.6,8.3,17.4,19
Kinsella,1.3,1929,7,32,25.4,8.2,16.8,32
Stavely,2.4,1929,7,16,25.1,6,15.5,16
Sangudo,1.7,1929,7,74,23.7,7,15.3,74
Onefour,5.3,1930,7,18,30.1,11.4,20.8,18
Mattheis,4.8,1930,7,42,28.8,11.2,20,42
Oyen,3.8,1930,7,57,26.5,10.8,18.7,57
Twinriver,5.3,1930,7,26,27.1,8.9,18,26
Kinsella,2.8,1930,7,95,24.4,10,17.2,95
Stavely,3.9,1930,7,48,24.7,6.7,15.7,48
Sangudo,2.9,1930,7,58,24.3,7.9,16.1,58
Onefour,6.5,1931,7,75,27.5,10.6,19,75
Mattheis,5.6,1931,7,25,27.4,10.7,19,25
Oyen,4.7,1931,7,36,26,9.9,18,36
Twinriver,6.3,1931,7,75,25.3,8.6,16.9,75
Kinsella,3.6,1931,7,74,23.3,9.4,16.4,74
Stavely,5,1931,7,39,24.2,6.9,15.6,39
Sangudo,3.3,1931,7,73,22.5,8.2,15.4,73
Onefour,4.4,1932,7,38,27.7,11.2,19.5,38
Mattheis,3.3,1932,7,31,27.4,10.5,19,31
Oyen,2.2,1932,7,52,25.7,10,17.8,52
Twinriver,4.3,1932,7,32,25.5,8.8,17.1,32
Kinsella,1.3,1932,7,49,23.3,9.3,16.3,49
Stavely,3,1932,7,33,23.5,6.7,15.1,33
Sangudo,1.3,1932,7,77,21.6,8.3,15,77
Onefour,4.7,1933,7,8,29.3,11,20.1,8
Mattheis,3.3,1933,7,12,28.6,10.6,19.6,12
Oyen,2.3,1933,7,15,27.4,9.8,18.6,15
Twinriver,4.3,1933,7,9,26.9,9.3,18.1,9
Kinsella,0.6,1933,7,54,24,8.7,16.4,54
Stavely,3,1933,7,9,25.3,7,16.1,9
Sangudo,0.6,1933,7,84,22.5,7.4,14.9,84
Onefour,6.4,1934,7,7,29.2,11,20.1,7
Mattheis,5.1,1934,7,28,28,10.3,19.2,28
Oyen,3.9,1934,7,24,26.8,9.5,18.1,24
Twinriver,6.3,1934,7,13,26,8.7,17.3,13
Kinsella,2.8,1934,7,45,24.1,7.8,16,45
Stavely,4.9,1934,7,27,23.8,6.7,15.3,27
Sangudo,3,1934,7,84,21.9,7,14.5,84
Onefour,3.9,1935,7,55,29.6,11.9,20.8,55
Mattheis,2.3,1935,7,56,28.6,11.9,20.2,56
Oyen,1.1,1935,7,47,27.6,11.4,19.5,47
Twinriver,4,1935,7,22,26.3,9.2,17.8,22
Kinsella,0.6,1935,7,64,25,10.5,17.7,64
Stavely,2.7,1935,7,58,23.9,7.6,15.8,58
Sangudo,0.7,1935,7,109,23.3,9.6,16.4,109
Onefour,4.4,1936,7,6,34,14.4,24.2,6
Mattheis,2.9,1936,7,9,32.4,12.9,22.7,9
Oyen,1.7,1936,7,19,31.1,12.4,21.8,19
Twinriver,4.3,1936,7,7,30.2,11.2,20.7,7
Kinsella,1,1936,7,35,27.8,10.7,19.3,35
Stavely,3,1936,7,4,28.4,8.2,18.3,4
Sangudo,1,1936,7,70,24.9,9,17,70
Onefour,3.9,1937,7,39,29.3,12.6,21,39
Mattheis,2.9,1937,7,28,28.8,12.1,20.5,28
Oyen,2.1,1937,7,46,28.2,11.7,20,46
Twinriver,3.7,1937,7,29,26.1,9.8,18,29
Kinsella,1.3,1937,7,70,24.9,9.9,17.4,70
Stavely,2.4,1937,7,53,24.2,7.8,16,53
Sangudo,1.5,1937,7,162,23,8.8,15.9,162
Onefour,5.4,1938,7,37,27.7,12.1,19.9,37
Mattheis,4.3,1938,7,45,28.2,11.9,20.1,45
Oyen,3.6,1938,7,57,26.9,11.2,19.1,57
Twinriver,5.2,1938,7,43,25.5,9.9,17.7,43
Kinsella,2.9,1938,7,63,25.1,9.9,17.5,63
Stavely,4,1938,7,64,25,8,16.5,64
Sangudo,3.1,1938,7,49,25.1,8.6,16.8,49
Onefour,6,1939,7,21,29.4,12.2,20.8,21
Mattheis,4.4,1939,7,22,28.5,11.4,20,22
Oyen,3.3,1939,7,26,27.1,10.7,18.9,26
Twinriver,6.1,1939,7,10,27.2,10,18.6,10
Kinsella,2.5,1939,7,41,25.4,9.7,17.6,41
Stavely,4.6,1939,7,9,25.3,7.6,16.4,9
Sangudo,3,1939,7,74,24.5,9.1,16.8,74
Onefour,5,1940,7,57,28,11.9,19.9,57
Mattheis,3.4,1940,7,74,26.4,11.6,19,74
Oyen,2.4,1940,7,62,24.5,10.3,17.4,62
Twinriver,5.2,1940,7,64,25.7,9.6,17.7,64
Kinsella,1.8,1940,7,93,22.8,9.5,16.1,93
Stavely,4,1940,7,88,23.5,8.3,15.9,88
Sangudo,2.3,1940,7,94,22.6,8.6,15.6,94
Onefour,6,1941,7,19,29.3,13,21.1,19
Mattheis,4.7,1941,7,37,30,12.6,21.3,37
Oyen,3.6,1941,7,44,29,11.9,20.5,44
Twinriver,5.7,1941,7,32,26.3,10.8,18.5,32
Kinsella,2.7,1941,7,36,27.5,11.1,19.3,36
Stavely,4.7,1941,7,35,25.9,8.7,17.3,35
Sangudo,3,1941,7,48,25.9,10.4,18.2,48
Onefour,4.9,1942,7,35,27.1,10.9,19,35
Mattheis,3.9,1942,7,72,26.4,11.3,18.8,72
Oyen,3.1,1942,7,76,25,10.6,17.8,76
Twinriver,4.9,1942,7,52,24.6,8.8,16.7,52
Kinsella,2.3,1942,7,133,23.4,10,16.7,133
Stavely,3.6,1942,7,101,23,7.4,15.2,101
Sangudo,2.7,1942,7,90,23.3,9.5,16.4,90
Onefour,5,1943,7,18,29.3,10.5,19.9,18
Mattheis,3.8,1943,7,22,28.9,10.7,19.8,22
Oyen,3,1943,7,27,27.8,9.8,18.8,27
Twinriver,4.9,1943,7,17,26,8.7,17.4,17
Kinsella,2.5,1943,7,37,24.9,9.4,17.2,37
Stavely,3.6,1943,7,40,24.5,7.1,15.8,40
Sangudo,2.7,1943,7,80,23.7,8.7,16.2,80
Onefour,5.5,1944,7,32,27.8,9.9,18.8,32
Mattheis,4.5,1944,7,67,27.2,10.2,18.7,67
Oyen,3.6,1944,7,60,25.8,9.7,17.7,60
Twinriver,5.5,1944,7,33,25.5,8.1,16.8,33
Kinsella,3.2,1944,7,102,22.8,9.5,16.1,102
Stavely,4.4,1944,7,61,23.8,6.4,15.1,61
Sangudo,3.4,1944,7,76,23,8.5,15.7,76
Onefour,4.2,1945,7,19,29.6,11,20.3,19
Mattheis,2.7,1945,7,27,28.4,11.3,19.8,27
Oyen,1.7,1945,7,26,27.2,10.4,18.8,26
Twinriver,4.3,1945,7,24,26.3,9.2,17.8,24
Kinsella,1,1945,7,59,25.4,9.6,17.5,59
Stavely,2.9,1945,7,33,24.5,7,15.8,33
Sangudo,1.2,1945,7,102,23.7,8.6,16.1,102
Onefour,5.1,1946,7,46,29.3,11.4,20.3,46
Mattheis,3.8,1946,7,30,28.7,11.6,20.2,30
Oyen,2.6,1946,7,29,27.4,11,19.2,29
Twinriver,5,1946,7,42,26.3,8.9,17.6,42
Kinsella,1.8,1946,7,42,25.2,9.9,17.5,42
Stavely,3.7,1946,7,32,24.6,6.6,15.6,32
Sangudo,2,1946,7,76,23.5,8.8,16.2,76
Onefour,4.9,1947,7,12,30.8,12.2,21.5,12
Mattheis,3.3,1947,7,8,29.9,11.5,20.7,8
Oyen,2.3,1947,7,13,29.4,11.1,20.2,13
Twinriver,4.7,1947,7,16,27.8,9.3,18.6,16
Kinsella,1.8,1947,7,41,27.1,9.9,18.5,41
Stavely,3.3,1947,7,16,25.7,7.3,16.5,16
Sangudo,2,1947,7,117,24.7,9,16.9,117
Onefour,4.6,1948,7,37,26.7,10.5,18.6,37
Mattheis,2.9,1948,7,61,26.8,10.8,18.8,61
Oyen,2.1,1948,7,46,25.8,10.5,18.2,46
Twinriver,4.1,1948,7,35,23.2,7.9,15.5,35
Kinsella,1.5,1948,7,74,24.1,10.3,17.2,74
Stavely,2.4,1948,7,84,22.2,6,14.1,84
Sangudo,1.4,1948,7,145,22.5,8.9,15.7,145
Onefour,4.3,1949,7,37,27.2,10.8,19,37
Mattheis,3.3,1949,7,30,26.8,10.8,18.8,30
Oyen,2.5,1949,7,61,25.4,10.4,17.9,61
Twinriver,4.1,1949,7,38,24.3,8.4,16.3,38
Kinsella,1.7,1949,7,100,23.8,9.6,16.7,100
Stavely,2.6,1949,7,20,22.9,6.5,14.7,20
Sangudo,1.9,1949,7,140,22.9,8.1,15.5,140
Onefour,2.6,1950,7,49,26.3,10.2,18.2,49
Mattheis,1.2,1950,7,75,26.4,10.8,18.6,75
Oyen,-0.1,1950,7,126,24.8,10.3,17.6,126
Twinriver,3.1,1950,7,51,23.8,8.5,16.1,51
Kinsella,-0.6,1950,7,53,24.3,9.7,17,53
Stavely,1.5,1950,7,66,22.6,7.1,14.9,66
Sangudo,-0.1,1950,7,69,23.4,9.1,16.2,69
Onefour,2.2,1951,7,21,27.5,10.4,18.9,21
Mattheis,0.9,1951,7,54,26.3,11.2,18.7,54
Oyen,0,1951,7,75,24.9,10.7,17.8,75
Twinriver,2.1,1951,7,39,24.5,8.6,16.5,39
Kinsella,-0.6,1951,7,108,22.7,10.4,16.5,108
Stavely,0.8,1951,7,52,22.1,7.6,14.9,52
Sangudo,0,1951,7,137,21.3,9.3,15.3,137
Onefour,4.6,1952,7,40,25.5,9,17.3,40
Mattheis,3.6,1952,7,45,24.9,10,17.4,45
Oyen,2.8,1952,7,56,23.6,9.3,16.5,56
Twinriver,5,1952,7,53,22.7,7.3,15,53
Kinsella,2.3,1952,7,97,21.7,9.3,15.5,97
Stavely,3.7,1952,7,68,21.2,6.9,14,68
Sangudo,2.8,1952,7,92,21.8,8.3,15,92
Onefour,6,1953,7,27,27.8,10,18.9,27
Mattheis,4.4,1953,7,45,26.2,10.5,18.4,45
Oyen,3.5,1953,7,51,24.9,9.9,17.4,51
Twinriver,5.8,1953,7,9,25.2,7.7,16.4,9
Kinsella,2.7,1953,7,100,22.7,9.3,16,100
Stavely,4.3,1953,7,35,22.9,6.8,14.9,35
Sangudo,3.1,1953,7,136,21.4,8.7,15,136
Onefour,4.7,1954,7,24,28.6,10.5,19.6,24
Mattheis,3.1,1954,7,36,27.3,10.2,18.8,36
Oyen,2.1,1954,7,46,25.5,9.9,17.7,46
Twinriver,4.5,1954,7,18,25.9,8.3,17.1,18
Kinsella,1.6,1954,7,46,23.2,9.8,16.5,46
Stavely,2.8,1954,7,20,23.2,6.6,14.9,20
Sangudo,1.8,1954,7,73,22.1,8.4,15.3,73
Onefour,2.8,1955,7,112,24.7,11.8,18.2,112
Mattheis,1.7,1955,7,36,26.1,11.2,18.7,36
Oyen,0.8,1955,7,55,24.9,10.4,17.7,55
Twinriver,2.8,1955,7,96,22.3,9.4,15.9,96
Kinsella,0.4,1955,7,93,23.1,10.6,16.8,93
Stavely,1.4,1955,7,86,21.6,7.9,14.8,86
Sangudo,0.7,1955,7,127,22.1,9.4,15.8,127
Onefour,4.2,1956,7,50,26.6,10.8,18.7,50
Mattheis,2.6,1956,7,32,26,11.7,18.9,32
Oyen,1.5,1956,7,56,24.2,10.7,17.4,56
Twinriver,4.4,1956,7,79,23.9,9,16.5,79
Kinsella,1.3,1956,7,74,22.3,10.5,16.4,74
Stavely,3.1,1956,7,89,22.8,8.3,15.5,89
Sangudo,1.6,1956,7,85,22.5,9.6,16,85
Onefour,4.5,1957,7,17,29.9,10.7,20.3,17
Mattheis,3.6,1957,7,27,28.3,11.1,19.7,27
Oyen,2.6,1957,7,38,27.2,10.3,18.7,38
Twinriver,4.4,1957,7,12,26.5,8.4,17.5,12
Kinsella,2.1,1957,7,50,24.6,9.3,16.9,50
Stavely,3,1957,7,26,24.1,6.8,15.5,26
Sangudo,2.1,1957,7,64,21.6,8.2,14.9,64
Onefour,5.3,1958,7,37,25.7,9.3,17.5,37
Mattheis,4.2,1958,7,42,25.6,10.4,18,42
Oyen,3.1,1958,7,48,25,9,17,48
Twinriver,5.5,1958,7,52,22.6,8,15.3,52
Kinsella,2.7,1958,7,19,24.5,8.9,16.7,19
Stavely,4.3,1958,7,128,21.4,7.6,14.5,128
Sangudo,2.8,1958,7,47,23.4,8.4,15.9,47
Onefour,4.2,1959,7,7,28.4,10.6,19.5,7
Mattheis,3.1,1959,7,35,28.1,11.1,19.6,35
Oyen,2.3,1959,7,30,27,10.2,18.6,30
Twinriver,4.2,1959,7,8,26.2,8.7,17.4,8
Kinsella,1.9,1959,7,39,25.2,10.1,17.7,39
Stavely,2.8,1959,7,22,24.3,7.7,16,22
Sangudo,1.9,1959,7,59,24.1,8.8,16.4,59
Onefour,4.7,1960,7,7,31.9,12.3,22.1,7
Mattheis,3.6,1960,7,32,30.1,12.9,21.5,32
Oyen,2.8,1960,7,58,28.2,12.3,20.3,58
Twinriver,4.9,1960,7,9,29.1,10.3,19.7,9
Kinsella,2,1960,7,66,25.4,11.5,18.4,66
Stavely,3.7,1960,7,14,27,8.6,17.8,14
Sangudo,2.5,1960,7,75,24.7,9.7,17.2,75
Onefour,5.9,1961,7,22,28.6,11.4,20,22
Mattheis,4.3,1961,7,39,27.1,11.7,19.4,39
Oyen,3,1961,7,38,25.8,10.4,18.1,38
Twinriver,5.8,1961,7,39,25.7,9.5,17.6,39
Kinsella,2.2,1961,7,76,23.5,10.3,16.9,76
Stavely,4.3,1961,7,88,23.3,8.8,16,88
Sangudo,2.5,1961,7,88,23.1,9.9,16.5,88
Onefour,5.6,1962,7,36,26,9.5,17.8,36
Mattheis,4.2,1962,7,71,25.4,9.8,17.6,71
Oyen,3,1962,7,127,23.3,9.1,16.2,127
Twinriver,5.4,1962,7,48,23.9,7.7,15.8,48
Kinsella,2.1,1962,7,142,20.9,9.3,15.1,142
Stavely,3.8,1962,7,44,21.9,6,14,44
Sangudo,2.2,1962,7,88,21,8,14.5,88
Onefour,6.2,1963,7,41,28.3,10.9,19.6,41
Mattheis,4.9,1963,7,45,26.8,11.4,19.1,45
Oyen,3.8,1963,7,72,25.8,11.3,18.6,72
Twinriver,6,1963,7,37,24.8,8.4,16.6,37
Kinsella,3,1963,7,94,23.9,11.3,17.6,94
Stavely,4.5,1963,7,55,22,6.9,14.4,55
Sangudo,3,1963,7,82,23.8,9.7,16.8,82
Onefour,4.8,1964,7,35,29,11.7,20.4,35
Mattheis,3.7,1964,7,43,28.1,11.6,19.8,43
Oyen,2.8,1964,7,33,27.2,11.2,19.2,33
Twinriver,4.3,1964,7,30,25.7,9.4,17.5,30
Kinsella,1.9,1964,7,51,24.6,10.7,17.7,51
Stavely,3.1,1964,7,22,23.6,7.6,15.6,22
Sangudo,1.9,1964,7,116,23,9.4,16.2,116
Onefour,3.5,1965,7,55,26.6,11.7,19.2,55
Mattheis,2.1,1965,7,38,26.8,11.9,19.3,38
Oyen,1.1,1965,7,37,25.6,11.5,18.5,37
Twinriver,3.7,1965,7,32,24.7,9.4,17,32
Kinsella,0.6,1965,7,40,23.9,11.4,17.6,40
Stavely,2.5,1965,7,47,22.8,7.7,15.2,47
Sangudo,1.1,1965,7,70,23,10.3,16.7,70
Onefour,4.1,1966,7,44,27.9,11.3,19.6,44
Mattheis,2.4,1966,7,92,26.1,11.1,18.6,92
Oyen,1.4,1966,7,68,25,10.6,17.8,68
Twinriver,4.4,1966,7,57,24.7,8.6,16.7,57
Kinsella,0.7,1966,7,63,22.9,10.3,16.6,63
Stavely,2.9,1966,7,81,21.6,7.1,14.4,81
Sangudo,0.7,1966,7,95,21.3,8.9,15.1,95
Onefour,4.7,1967,7,5,29.5,10.6,20.1,5
Mattheis,3.3,1967,7,22,28.1,10.8,19.4,22
Oyen,2.1,1967,7,22,27,10.1,18.6,22
Twinriver,4.8,1967,7,7,26.6,8.8,17.7,7
Kinsella,1.5,1967,7,50,24.2,9.7,17,50
Stavely,3.4,1967,7,6,24.3,7.1,15.7,6
Sangudo,1.9,1967,7,37,23,8.8,15.9,37
Onefour,4.6,1968,7,13,27.5,9.8,18.7,13
Mattheis,4,1968,7,42,25.9,10.3,18.1,42
Oyen,3.2,1968,7,54,25,9.9,17.4,54
Twinriver,4.5,1968,7,15,24.4,7.9,16.1,15
Kinsella,2.2,1968,7,77,23.5,9.4,16.5,77
Stavely,3.1,1968,7,44,21.8,6.5,14.1,44
Sangudo,1.7,1968,7,77,22.4,8.5,15.5,77
Onefour,3.8,1969,7,33,26.6,10.4,18.5,33
Mattheis,2.5,1969,7,41,25.5,10.2,17.8,41
Oyen,1.4,1969,7,70,24.1,9.6,16.8,70
Twinriver,3.9,1969,7,15,24,8,16,15
Kinsella,1,1969,7,88,22.3,9.2,15.7,88
Stavely,2.7,1969,7,30,21.5,6,13.7,30
Sangudo,1.1,1969,7,99,21.7,7.7,14.7,99
Onefour,3.9,1970,7,49,28.2,12,20.1,49
Mattheis,2.6,1970,7,27,27.5,12.1,19.8,27
Oyen,1.5,1970,7,32,25.5,11.8,18.6,32
Twinriver,4.2,1970,7,35,26.2,10,18.1,35
Kinsella,1,1970,7,100,22.6,11.6,17.1,100
Stavely,3,1970,7,22,24,8.4,16.2,22
Sangudo,1.1,1970,7,94,22,9.9,16,94
Onefour,4.3,1971,7,12,27.5,9.4,18.5,12
Mattheis,2.8,1971,7,35,26.1,9.7,17.9,35
Oyen,1.7,1971,7,63,23.9,9,16.4,63
Twinriver,4.2,1971,7,24,24.8,7.8,16.3,24
Kinsella,1.2,1971,7,92,21.6,9.5,15.5,92
Stavely,2.9,1971,7,49,23,6.5,14.7,49
Sangudo,1.3,1971,7,158,20.9,9.3,15.1,158
Onefour,3.6,1972,7,38,24.7,9,16.9,38
Mattheis,2,1972,7,32,23.5,9.5,16.5,32
Oyen,1.3,1972,7,54,21.7,8.9,15.3,54
Twinriver,3.3,1972,7,72,21.4,7.1,14.3,72
Kinsella,0.4,1972,7,78,19.4,8.8,14.1,78
Stavely,1.8,1972,7,77,19.3,5.7,12.5,77
Sangudo,0.5,1972,7,50,19.8,7.3,13.6,50
Onefour,5.5,1973,7,6,28.9,10.3,19.6,6
Mattheis,3.6,1973,7,14,26.8,10.4,18.6,14
Oyen,2.8,1973,7,36,24.7,10,17.3,36
Twinriver,5.3,1973,7,7,26.6,8.2,17.4,7
Kinsella,1.8,1973,7,76,22.2,10.1,16.2,76
Stavely,3.6,1973,7,23,23.8,6.7,15.2,23
Sangudo,1.7,1973,7,46,22.4,8.5,15.5,46
Onefour,5.8,1974,7,36,28.5,12.2,20.4,36
Mattheis,3.7,1974,7,26,26.9,11.2,19,26
Oyen,2.5,1974,7,42,25.3,10.8,18.1,42
Twinriver,5.7,1974,7,25,25.8,9.5,17.7,25
Kinsella,1.8,1974,7,62,22.8,10.4,16.6,62
Stavely,3.9,1974,7,30,22.4,6.9,14.7,30
Sangudo,1.8,1974,7,120,21,8.3,14.7,120
Onefour,3.7,1975,7,48,28.9,13.3,21.1,48
Mattheis,2.3,1975,7,28,28.4,13.2,20.8,28
Oyen,1.5,1975,7,45,26.9,12.6,19.8,45
Twinriver,3.5,1975,7,46,25.9,11.3,18.6,46
Kinsella,1.1,1975,7,54,25.1,11.9,18.5,54
Stavely,2.3,1975,7,77,24,9.6,16.8,77
Sangudo,1.5,1975,7,59,23.6,11.1,17.3,59
Onefour,6.4,1976,7,23,28,11.6,19.8,23
Mattheis,4.9,1976,7,46,26.6,11.3,19,46
Oyen,4,1976,7,73,24.8,11.2,18,73
Twinriver,6.1,1976,7,33,24.8,9.2,17,33
Kinsella,3.5,1976,7,45,22.9,10.5,16.7,45
Stavely,4.6,1976,7,40,22.8,7.2,15,40
Sangudo,3.6,1976,7,72,22.1,9.2,15.7,72
Onefour,5.3,1977,7,20,27,10.9,19,20
Mattheis,4.2,1977,7,27,25.9,10.6,18.2,27
Oyen,3.3,1977,7,23,24.7,10,17.4,23
Twinriver,5.1,1977,7,18,24,8.5,16.3,18
Kinsella,2.6,1977,7,64,21.9,9.3,15.6,64
Stavely,3.6,1977,7,39,21.8,6.5,14.1,39
Sangudo,2.8,1977,7,146,20,8.2,14.1,146
Onefour,3.3,1978,7,59,25.9,11.2,18.6,59
Mattheis,2.6,1978,7,35,26.3,11.6,18.9,35
Oyen,2,1978,7,29,25.1,10.5,17.8,29
Twinriver,3.2,1978,7,87,23.1,9.4,16.2,87
Kinsella,1.7,1978,7,47,23.4,10,16.7,47
Stavely,2.4,1978,7,101,21.6,8.5,15,101
Sangudo,2.1,1978,7,121,22.4,9.9,16.2,121
Onefour,4.2,1979,7,25,27.5,11,19.3,25
Mattheis,3.2,1979,7,48,28,11.3,19.6,48
Oyen,2.3,1979,7,64,25.9,11.3,18.6,64
Twinriver,4.5,1979,7,13,25.1,8.9,17,13
Kinsella,1.6,1979,7,97,23.6,11.1,17.4,97
Stavely,3.2,1979,7,35,23.7,7.7,15.7,35
